[2025-07-24T03:37:20.195+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: TechAndUrbanGrowth.load_all_to_mongo manual__2025-07-24T03:36:52.564661+00:00 [queued]>
[2025-07-24T03:37:20.226+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: TechAndUrbanGrowth.load_all_to_mongo manual__2025-07-24T03:36:52.564661+00:00 [queued]>
[2025-07-24T03:37:20.229+0000] {taskinstance.py:2170} INFO - Starting attempt 1 of 2
[2025-07-24T03:37:20.261+0000] {taskinstance.py:2191} INFO - Executing <Task(PythonOperator): load_all_to_mongo> on 2025-07-24 03:36:52.564661+00:00
[2025-07-24T03:37:20.276+0000] {standard_task_runner.py:60} INFO - Started process 2628 to run task
[2025-07-24T03:37:20.281+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'TechAndUrbanGrowth', 'load_all_to_mongo', 'manual__2025-07-24T03:36:52.564661+00:00', '--job-id', '155', '--raw', '--subdir', 'DAGS_FOLDER/main.py', '--cfg-path', '/tmp/tmppp381ft8']
[2025-07-24T03:37:20.285+0000] {standard_task_runner.py:88} INFO - Job 155: Subtask load_all_to_mongo
[2025-07-24T03:37:20.381+0000] {task_command.py:423} INFO - Running <TaskInstance: TechAndUrbanGrowth.load_all_to_mongo manual__2025-07-24T03:36:52.564661+00:00 [running]> on host 4c8899e5e1ad
[2025-07-24T03:37:20.517+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='TechAndUrbanGrowth' AIRFLOW_CTX_TASK_ID='load_all_to_mongo' AIRFLOW_CTX_EXECUTION_DATE='2025-07-24T03:36:52.564661+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-07-24T03:36:52.564661+00:00'
[2025-07-24T03:37:20.520+0000] {load_mongo.py:13} INFO - 📦 Conectando a MongoDB...
[2025-07-24T03:37:20.678+0000] {load_mongo.py:21} INFO - Datos urbanización recibidos: tipo=<class 'list'>, cantidad=2275
[2025-07-24T03:37:20.680+0000] {load_mongo.py:22} INFO - Datos calidad aire recibidos: tipo=<class 'list'>, cantidad=35
[2025-07-24T03:37:20.681+0000] {load_mongo.py:23} INFO - Datos población recibidos: tipo=<class 'list'>, cantidad=2275
[2025-07-24T03:37:20.684+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Argentina', 'country_code': 'AR', 'date': 2024, 'urban_population_percent': 92.579, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.770484'}: 'year'
[2025-07-24T03:37:21.578+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 2014, 'urban_population_percent': 75.941, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774469'}: 'year'
[2025-07-24T03:37:21.579+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 2013, 'urban_population_percent': 74.97, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774478'}: 'year'
[2025-07-24T03:37:21.581+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 2012, 'urban_population_percent': 73.946, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774480'}: 'year'
[2025-07-24T03:37:21.582+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 2011, 'urban_population_percent': 72.868, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774483'}: 'year'
[2025-07-24T03:37:21.585+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 2010, 'urban_population_percent': 71.736, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774486'}: 'year'
[2025-07-24T03:37:21.587+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 2009, 'urban_population_percent': 70.575, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774488'}: 'year'
[2025-07-24T03:37:21.589+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 2008, 'urban_population_percent': 69.39, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774491'}: 'year'
[2025-07-24T03:37:21.591+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 2007, 'urban_population_percent': 68.174, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774493'}: 'year'
[2025-07-24T03:37:21.592+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 2006, 'urban_population_percent': 66.935, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774496'}: 'year'
[2025-07-24T03:37:21.593+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 2005, 'urban_population_percent': 65.672, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774498'}: 'year'
[2025-07-24T03:37:21.595+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 2004, 'urban_population_percent': 64.388, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774501'}: 'year'
[2025-07-24T03:37:21.596+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 2003, 'urban_population_percent': 63.08, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774504'}: 'year'
[2025-07-24T03:37:21.597+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 2002, 'urban_population_percent': 61.753, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774506'}: 'year'
[2025-07-24T03:37:21.598+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 2001, 'urban_population_percent': 60.41, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774509'}: 'year'
[2025-07-24T03:37:21.600+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 2000, 'urban_population_percent': 59.052, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774515'}: 'year'
[2025-07-24T03:37:21.601+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1999, 'urban_population_percent': 58.157, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774517'}: 'year'
[2025-07-24T03:37:21.604+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1998, 'urban_population_percent': 57.264, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774520'}: 'year'
[2025-07-24T03:37:21.605+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1997, 'urban_population_percent': 56.367, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774522'}: 'year'
[2025-07-24T03:37:21.606+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1996, 'urban_population_percent': 55.467, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774525'}: 'year'
[2025-07-24T03:37:21.607+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1995, 'urban_population_percent': 54.561, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774527'}: 'year'
[2025-07-24T03:37:21.608+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1994, 'urban_population_percent': 53.653, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774530'}: 'year'
[2025-07-24T03:37:21.609+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1993, 'urban_population_percent': 52.743, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774533'}: 'year'
[2025-07-24T03:37:21.611+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1992, 'urban_population_percent': 51.832, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774535'}: 'year'
[2025-07-24T03:37:21.612+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1991, 'urban_population_percent': 50.917, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774537'}: 'year'
[2025-07-24T03:37:21.613+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1990, 'urban_population_percent': 50.003, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774544'}: 'year'
[2025-07-24T03:37:21.614+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1989, 'urban_population_percent': 49.089, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774547'}: 'year'
[2025-07-24T03:37:21.616+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1988, 'urban_population_percent': 48.177, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774549'}: 'year'
[2025-07-24T03:37:21.617+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1987, 'urban_population_percent': 47.264, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774555'}: 'year'
[2025-07-24T03:37:21.619+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1986, 'urban_population_percent': 46.353, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774559'}: 'year'
[2025-07-24T03:37:21.621+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1985, 'urban_population_percent': 45.445, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774562'}: 'year'
[2025-07-24T03:37:21.622+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1984, 'urban_population_percent': 44.542, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774565'}: 'year'
[2025-07-24T03:37:21.624+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1983, 'urban_population_percent': 44.156, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774568'}: 'year'
[2025-07-24T03:37:21.625+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1982, 'urban_population_percent': 43.803, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774574'}: 'year'
[2025-07-24T03:37:21.627+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1981, 'urban_population_percent': 43.45, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774577'}: 'year'
[2025-07-24T03:37:21.628+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1980, 'urban_population_percent': 43.099, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774580'}: 'year'
[2025-07-24T03:37:21.629+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1979, 'urban_population_percent': 42.747, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774582'}: 'year'
[2025-07-24T03:37:21.630+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1978, 'urban_population_percent': 42.396, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774585'}: 'year'
[2025-07-24T03:37:21.631+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1977, 'urban_population_percent': 42.046, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774588'}: 'year'
[2025-07-24T03:37:21.633+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1976, 'urban_population_percent': 41.698, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774591'}: 'year'
[2025-07-24T03:37:21.634+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1975, 'urban_population_percent': 41.349, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774593'}: 'year'
[2025-07-24T03:37:21.636+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1974, 'urban_population_percent': 41.002, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774599'}: 'year'
[2025-07-24T03:37:21.638+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1973, 'urban_population_percent': 40.655, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774602'}: 'year'
[2025-07-24T03:37:21.640+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1972, 'urban_population_percent': 40.068, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774605'}: 'year'
[2025-07-24T03:37:21.641+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1971, 'urban_population_percent': 39.445, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774607'}: 'year'
[2025-07-24T03:37:21.642+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1970, 'urban_population_percent': 38.827, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774610'}: 'year'
[2025-07-24T03:37:21.643+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1969, 'urban_population_percent': 38.212, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774613'}: 'year'
[2025-07-24T03:37:21.645+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1968, 'urban_population_percent': 37.601, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774616'}: 'year'
[2025-07-24T03:37:21.646+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1967, 'urban_population_percent': 36.993, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774620'}: 'year'
[2025-07-24T03:37:21.647+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1966, 'urban_population_percent': 36.39, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774623'}: 'year'
[2025-07-24T03:37:21.648+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1965, 'urban_population_percent': 35.791, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774627'}: 'year'
[2025-07-24T03:37:21.650+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1964, 'urban_population_percent': 35.197, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774631'}: 'year'
[2025-07-24T03:37:21.652+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1963, 'urban_population_percent': 34.606, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774635'}: 'year'
[2025-07-24T03:37:21.654+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1962, 'urban_population_percent': 34.404, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774638'}: 'year'
[2025-07-24T03:37:21.656+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1961, 'urban_population_percent': 34.329, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774661'}: 'year'
[2025-07-24T03:37:21.657+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Costa Rica', 'country_code': 'CR', 'date': 1960, 'urban_population_percent': 34.254, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774670'}: 'year'
[2025-07-24T03:37:21.659+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2024, 'urban_population_percent': 77.657, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774674'}: 'year'
[2025-07-24T03:37:21.661+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2023, 'urban_population_percent': 77.523, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774677'}: 'year'
[2025-07-24T03:37:21.662+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2022, 'urban_population_percent': 77.401, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774681'}: 'year'
[2025-07-24T03:37:21.664+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2021, 'urban_population_percent': 77.292, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774684'}: 'year'
[2025-07-24T03:37:21.667+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2020, 'urban_population_percent': 77.194, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774687'}: 'year'
[2025-07-24T03:37:21.670+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2019, 'urban_population_percent': 77.109, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774689'}: 'year'
[2025-07-24T03:37:21.672+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2018, 'urban_population_percent': 77.037, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774691'}: 'year'
[2025-07-24T03:37:21.673+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2017, 'urban_population_percent': 76.977, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774694'}: 'year'
[2025-07-24T03:37:21.675+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2016, 'urban_population_percent': 76.93, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774696'}: 'year'
[2025-07-24T03:37:21.676+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2015, 'urban_population_percent': 76.896, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774699'}: 'year'
[2025-07-24T03:37:21.678+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2014, 'urban_population_percent': 76.861, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774701'}: 'year'
[2025-07-24T03:37:21.679+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2013, 'urban_population_percent': 76.827, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774709'}: 'year'
[2025-07-24T03:37:21.680+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2012, 'urban_population_percent': 76.781, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774711'}: 'year'
[2025-07-24T03:37:21.682+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2011, 'urban_population_percent': 76.689, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774714'}: 'year'
[2025-07-24T03:37:21.683+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2010, 'urban_population_percent': 76.597, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774717'}: 'year'
[2025-07-24T03:37:21.685+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2009, 'urban_population_percent': 76.505, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774719'}: 'year'
[2025-07-24T03:37:21.688+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2008, 'urban_population_percent': 76.413, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774722'}: 'year'
[2025-07-24T03:37:21.689+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2007, 'urban_population_percent': 76.32, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774725'}: 'year'
[2025-07-24T03:37:21.691+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2006, 'urban_population_percent': 76.227, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774727'}: 'year'
[2025-07-24T03:37:21.692+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2005, 'urban_population_percent': 76.134, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774730'}: 'year'
[2025-07-24T03:37:21.694+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2004, 'urban_population_percent': 76.041, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774733'}: 'year'
[2025-07-24T03:37:21.695+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2003, 'urban_population_percent': 75.947, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774736'}: 'year'
[2025-07-24T03:37:21.697+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2002, 'urban_population_percent': 75.785, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774739'}: 'year'
[2025-07-24T03:37:21.698+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2001, 'urban_population_percent': 75.555, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774742'}: 'year'
[2025-07-24T03:37:21.699+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 2000, 'urban_population_percent': 75.323, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774748'}: 'year'
[2025-07-24T03:37:21.702+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 1999, 'urban_population_percent': 75.089, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774751'}: 'year'
[2025-07-24T03:37:21.705+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 1998, 'urban_population_percent': 74.855, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774755'}: 'year'
[2025-07-24T03:37:21.707+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 1997, 'urban_population_percent': 74.618, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774764'}: 'year'
[2025-07-24T03:37:21.708+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 1996, 'urban_population_percent': 74.426, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774771'}: 'year'
[2025-07-24T03:37:21.710+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 1995, 'urban_population_percent': 74.277, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774776'}: 'year'
[2025-07-24T03:37:21.711+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 1994, 'urban_population_percent': 74.127, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774780'}: 'year'
[2025-07-24T03:37:21.713+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 1993, 'urban_population_percent': 73.977, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774784'}: 'year'
[2025-07-24T03:37:21.714+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 1992, 'urban_population_percent': 73.827, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774794'}: 'year'
[2025-07-24T03:37:21.716+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 1991, 'urban_population_percent': 73.676, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774799'}: 'year'
[2025-07-24T03:37:21.717+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 1990, 'urban_population_percent': 73.364, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774803'}: 'year'
[2025-07-24T03:37:21.720+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 1989, 'urban_population_percent': 72.888, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774806'}: 'year'
[2025-07-24T03:37:21.721+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 1988, 'urban_population_percent': 72.408, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774810'}: 'year'
[2025-07-24T03:37:21.723+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 1987, 'urban_population_percent': 71.921, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774818'}: 'year'
[2025-07-24T03:37:21.724+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Cuba', 'country_code': 'CU', 'date': 1986, 'urban_population_percent': 71.43, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.774822'}: 'year'
